Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date,Agency
898D99D62E92C4485FFF43391CEC7C59E4FE7D12_1580419157,2020-01-30 21:19:17+00:00,Traffic Hazard,POINT (-97.707942 30.320847),30.320847,-97.707942,0 E Koenig Eb To Ih 35 Sb Ramp,ARCHIVED,01/30/2020 09:40:05 PM +0000,
7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1542323948,2018-11-15 23:19:08+00:00,COLLISION,POINT (-97.7277 30.448488),30.448488,-97.7277,5400-blk Mc Neil Dr,ARCHIVED,11/16/2018 12:15:03 AM +0000,
434F87C79F3D0B34DC659B9009F34134552BCC22_1728150271,2024-10-05 17:44:31+00:00,Crash Urgent,POINT (-97.753324 30.217546),30.217546,-97.753324,0 S Ih 35 Sb To Ben White Wb Ramp,ARCHIVED,10/05/2024 05:50:19 PM +0000,AUSTIN PD           
2B348A807FBA80C79943FFD86758097907A6AF79_1604363850,2020-11-03 00:37:30+00:00,Traffic Hazard,POINT (-97.76629 30.431366),30.431366,-97.76629,Commonwealth Way & Jollyville Rd,ARCHIVED,11/03/2020 01:10:03 AM +0000,
932D44296C8A02FA656962811336ABE38130B2F8_1755449472_traffic_incident,2025-08-17 16:51:12+00:00,Traffic Hazard,POINT (-97.739482 30.301253),30.301253,-97.739482,600-699 W 35th St,ARCHIVED,08/17/2025 05:05:16 PM +0000,AUSTIN PD           
BAF253B20F891347A7F8122930309B27DB1E3835_1537396740,2018-09-19 22:39:00+00:00,Crash Service,POINT (-97.666799 30.285872),30.285872,-97.666799,5800 E Martin Luther King Jr Blvd,ARCHIVED,09/20/2018 12:15:03 AM +0000,
731DF0FC93417F72FCB56F09CD754F9382AE6373_1532916822,2018-07-30 02:13:42+00:00,Traffic Hazard,POINT (-97.739365 30.216009),30.216009,-97.739365,2100-2256 E Ben White Blvd Wb,ARCHIVED,07/30/2018 02:40:02 AM +0000,
3A8F35FDD6232E7B5FFFF2C41EAEAA7FE408C88B_1733158776,2024-12-02 16:59:36+00:00,Crash Service,POINT (-97.722065 30.351979),30.351979,-97.722065,7900 Burrell Dr,ARCHIVED,12/02/2024 06:55:20 PM +0000,AUSTIN PD           
4E90091068533B241B2634A3599D34ABCA4C11AF_1628800728,2021-08-12 20:38:48+00:00,COLLISION WITH INJURY,POINT (-97.947672 30.455552),30.455552,-97.947672,18501-18699 OLD BURNET RD,ARCHIVED,08/12/2021 10:15:03 PM +0000,
43B907EBFC5245AC8A6610CCDD6FB5BBEF45CE8A_1737146322,2025-01-17 20:38:42+00:00,Crash Urgent,POINT (-97.886686 30.249975),30.249975,-97.886686,Fletcher Ln / Old Bee Caves Rd,ARCHIVED,01/17/2025 10:10:14 PM +0000,AUSTIN PD           
3AEC82C18CCCA37A61500A2C658E353667387D9D_1518026527000,2018-02-07 18:02:00+00:00,Crash Urgent,POINT (-97.748946 30.351185),30.351185,-97.748946,6700-7127 N Mopac Expy Nb,ARCHIVED,02/08/2018 12:15:00 AM +0000,
42E12CB7198394BEB558DB2DC1F1A862366E1045_1744252449,2025-04-10 02:34:09+00:00,Crash Service,POINT (-97.803607 30.19818),30.19818,-97.803607,1607 Matthews Ln,ARCHIVED,04/10/2025 03:15:16 AM +0000,AUSTIN PD           
B7BEA17843CD602B228FEF963983E3D18C884341_1560521994,2019-06-14 14:19:54+00:00,Crash Service,POINT (-97.861937 30.218284),30.218284,-97.861937,5510 Kayview Dr,ARCHIVED,06/14/2019 03:40:03 PM +0000,
E102F58E52490B7362DDC18B36BE9A77AAE19F31_1710445571,2024-03-14 19:46:11+00:00,COLLISION,POINT (-97.669746 30.467408),30.467408,-97.669746,16500 N Ih 35 Nb,ARCHIVED,03/14/2024 08:05:16 PM +0000,TRAVIS COUNTY SHERIF
715E82FA3B623C04F4EB343985DBBE7555A0BE99_1513788776000,2017-12-20 16:52:00+00:00,Crash Urgent,POINT (-97.704661 30.417669),30.417669,-97.704661,12407 N Mopac Expy Svrd Nb,ARCHIVED,12/20/2017 05:50:00 PM +0000,
7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1539702354,2018-10-16 15:05:54+00:00,Crash Urgent,POINT (-97.771914 30.277599),30.277599,-97.771914,2300-2309 Veterans Dr,ARCHIVED,10/16/2018 03:40:04 PM +0000,
E3D9AAFDA317C05C755005FD30F6828BFFFAB6E1_1516198454000,2018-01-17 14:14:00+00:00,Traffic Hazard,POINT (-97.843232 30.286509),30.286509,-97.843232,1500-1507 Falcon Ledge Dr,ARCHIVED,01/17/2018 08:45:00 PM +0000,
9638A01A04D42299718C6309475126CF6E62A459_1746299373,2025-05-03 19:09:33+00:00,Crash Service,POINT (-97.739644 30.325824),30.325824,-97.739644,W North Loop Blvd / Burnet Rd,ARCHIVED,05/03/2025 07:45:18 PM +0000,AUSTIN PD           
8EE52A4C4F76EC787956843420DEC672B6DF8ADA_1620542084,2021-05-09 06:34:44+00:00,Crash Urgent,POINT (-97.697139 30.362916),30.362916,-97.697139,9200-9399 N Lamar Blvd,ARCHIVED,05/09/2021 06:55:03 AM +0000,
8000134409F9739525D1B91D308AB8444766F41F_1690826644,2023-07-31 18:04:04+00:00,Traffic Hazard,POINT (-97.687836 30.358254),30.358254,-97.687836,0 N Ih 35 Sb At E Rundberg Trn,ARCHIVED,07/31/2023 07:40:08 PM +0000,
8B05AF0EF2EAC32530836BCEBD512F38E0BEAE64_1651433985,2022-05-01 19:39:45+00:00,Crash Urgent,POINT (-97.734859 30.247844),30.247844,-97.734859,E Riverside Dr & S Ih 35 Svrd Nb,ARCHIVED,05/01/2022 08:30:03 PM +0000,
F971BD2CEB1CA67127B574C0C2BCA9B64EC0A25A_1708895015,2024-02-25 21:03:35+00:00,Traffic Hazard,POINT (-97.843208 30.236428),30.236428,-97.843208,5500-5699 W Us 290 Hwy Eb,ARCHIVED,02/25/2024 09:24:08 PM +0000,AUSTIN PD           
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1604947432,2020-11-09 18:43:52+00:00,Traffic Hazard,POINT (-97.769947 30.248413),30.248413,-97.769947,W Oltorf St & S Lamar Blvd,ARCHIVED,11/09/2020 07:05:03 PM +0000,
379370BC6A1846B51FB083525E94CDC87BC6ADF3_1657653235,2022-07-12 19:13:55+00:00,Traffic Hazard,POINT (-97.767654 30.235174),30.235174,-97.767654,3015 S 4th St,ARCHIVED,07/12/2022 07:35:02 PM +0000,
1D533EC2E7D744E1AC9A2E874A5F269093234DF3_1596085761,2020-07-30 05:09:21+00:00,Traffic Hazard,POINT (-97.706409 30.307476),30.307476,-97.706409,5100-5115 Lancaster Ct,ARCHIVED,07/30/2020 05:35:04 AM +0000,
15D1EE116284B85E5DE3E00564518367FE994DE7_1663291953,2022-09-16 01:32:33+00:00,Traffic Hazard,POINT (-97.659419 30.32873),30.32873,-97.659419,Tuscany Way & E Us 290 Hwy Svrd Wb,ARCHIVED,09/16/2022 02:05:03 AM +0000,
95576B444F9B7CD177F41A9D24EEC0BA4EBF8C49_1651497628,2022-05-02 13:20:28+00:00,LOOSE LIVESTOCK,POINT (-97.599411 30.12446),30.12446,-97.599411,LINDEN RD & JACOBSON RD,ARCHIVED,05/02/2022 01:55:02 PM +0000,
2342784388AF00A5306FE131A3E3F9AE91BCCC0F_1527084318000,2018-05-23 14:05:00+00:00,Crash Urgent,POINT (-97.72828 30.241779),30.241779,-97.72828,E Riverside Dr & Royal Crest Dr,ARCHIVED,05/23/2018 02:25:00 PM +0000,
DFF17A997C0881052E744E1A816ECDE7332018A3_1573418002,2019-11-10 20:33:22+00:00,Traffic Hazard,POINT (-97.77884 30.193012),30.193012,-97.77884,W William Cannon Dr & S Congress Ave,ARCHIVED,11/10/2019 09:15:05 PM +0000,
1C650AB87DA40A1E1A463B66C81988D290D69018_1686249848,2023-06-08 18:44:08+00:00,Crash Urgent,POINT (-97.73718 30.240285),30.240285,-97.73718,1700 S Ih 35 Nb,ARCHIVED,06/08/2023 07:45:15 PM +0000,
FBCE66F99C809283638F344ECB3D50674EA64189_1725411271,2024-09-04 00:54:31+00:00,Stalled Vehicle,POINT (-97.736888 30.232315),30.232315,-97.736888,Parker Ln / E Oltorf St,ARCHIVED,09/04/2024 01:40:18 AM +0000,AUSTIN PD           
E5FE83A7EFBF591DEB9C3274D458729A2E26227E_1640776470,2021-12-29 11:14:30+00:00,COLLISION WITH INJURY,POINT (-97.670844 30.433578),30.433578,-97.670844,14310 N Ih 35 Svrd Sb,ARCHIVED,12/29/2021 11:40:03 AM +0000,
4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828_1750437342,2025-06-20 16:35:42+00:00,Crash Service,POINT (-97.778776 30.163589),30.163589,-97.778776,515 E Slaughter Ln,ARCHIVED,06/20/2025 05:25:12 PM +0000,AUSTIN PD           
BC50A6ED0F0272903A1AC5DC2349AA1E49DFB5FC_1626805706,2021-07-20 18:28:26+00:00,Traffic Hazard,POINT (-97.835906 30.220978),30.220978,-97.835906,6301-6617 S Mopac Expy Nb,ARCHIVED,07/20/2021 07:00:03 PM +0000,
8974B8371B6EF83D5E4699EA78BE68BE596453FE_1605985720,2020-11-21 19:08:40+00:00,Crash Service,POINT (-97.724833 30.403778),30.403778,-97.724833,3400-3417 Palm Way,ARCHIVED,11/21/2020 08:10:03 PM +0000,
B1EC5A3C7DEB0E3667D3FA14E547350F13B39159_1742140782,2025-03-16 15:59:42+00:00,LOOSE LIVESTOCK,POINT (-97.56802 30.297617),30.297617,-97.56802,8900-9449 N Fm 973 Rd,ARCHIVED,03/16/2025 04:15:17 PM +0000,TRAVIS COUNTY SHERIF
46FE210FB683DF0AF5B7191B2EB29621D82F5266_1519482122000,2018-02-24 14:22:00+00:00,Traffic Hazard,POINT (-97.737828 30.239587),30.239587,-97.737828,1800 S Ih 35 Sb,ARCHIVED,02/24/2018 08:45:00 PM +0000,
E3B16A64D7DF0C49D0CB1325FCEDFE64B216D786_1624992402,2021-06-29 18:46:42+00:00,Crash Urgent,POINT (-97.782831 30.266236),30.266236,-97.782831,BEE CAVES RD & S MOPAC EXPY SVRD SB,ARCHIVED,06/29/2021 08:00:03 PM +0000,
BA0B087E84A54FD1CAD7C38A91695633A0C0A859_1680812688,2023-04-06 20:24:48+00:00,Crash Urgent,POINT (-97.683328 30.409675),30.409675,-97.683328,1323-1457 W Parmer Ln,ARCHIVED,04/06/2023 09:20:03 PM +0000,
1C2C7B023F9A24ABAD4830FCED57BA9CD67C25BF_1614763508,2021-03-03 09:25:08+00:00,Crash Urgent,POINT (-97.780726 30.161263),30.161263,-97.780726,2204-2221 Narrow Glen Pkwy,ARCHIVED,03/03/2021 10:30:02 AM +0000,
A60F4FBEA3F1418D85121FA3D2668A91E0DD7ECD_1658945408,2022-07-27 18:10:08+00:00,Crash Service,POINT (-97.807234 30.446859),30.446859,-97.807234,11610-11614 Spicewood Pkwy,ARCHIVED,07/27/2022 11:10:03 PM +0000,
15E3D8B8D931C5F180D0AFDC51D9E661F172A299_1699619492,2023-11-10 12:31:32+00:00,Traffic Hazard,POINT (-97.723874 30.31175),30.31175,-97.723874,E 48th St / Avenue G,ARCHIVED,11/10/2023 01:00:14 PM +0000,
7D5067934C8A2B1555869FB30AAC52562CCD6BD1_1698410664,2023-10-27 12:44:24+00:00,COLLISION,POINT (-97.623452 30.194506),30.194506,-97.623452,3839-3929 S SH 130 SVRD NB,ARCHIVED,10/27/2023 01:50:24 PM +0000,
87FC57A9E4B4B7CFED49FDE83E1B3D5138966A4F_1549315364,2019-02-04 21:22:44+00:00,COLLISION WITH INJURY,POINT (-97.600542 30.497176),30.497176,-97.600542,4076 Gattis School Rd,ARCHIVED,02/04/2019 10:50:04 PM +0000,
9669582CD862FB3798DCA33583826C0FB32BDCE4_1531327901,2018-07-11 16:51:41+00:00,Traffic Hazard,POINT (-97.674051 30.41275),30.41275,-97.674051,12900 N Ih 35 Svrd Sb,ARCHIVED,07/11/2018 05:00:02 PM +0000,
5546443CF7936F056C25DF636352D217C030756C_1680710969,2023-04-05 16:09:29+00:00,TRFC HAZD/ DEBRIS,POINT (-97.609528 30.186425),30.186425,-97.609528,E Sh 71 Wb & Ross Rd,ARCHIVED,04/05/2023 04:45:03 PM +0000,
CEDF5CCD8253FB636743D0248D10BCC0F11C8EDF_1516814099000,2018-01-24 17:14:00+00:00,Traffic Hazard,POINT (-97.767831 30.433855),30.433855,-97.767831,12700-12765 N Us 183 Hwy Svrd Nb,ARCHIVED,01/24/2018 11:30:00 PM +0000,
A033EA0AFD3D8314A6FB30B9BDF25D4380750B90_1673712040,2023-01-14 16:00:40+00:00,Traffic Hazard,POINT (-97.801798 30.112546),30.112546,-97.801798,301-1311 Fm 1327 Rd,ARCHIVED,01/14/2023 04:40:03 PM +0000,
65AEA98C57DCD2A1FFB0D35CA20603CAAF7D9F03_1714882496,2024-05-05 04:14:56+00:00,Stalled Vehicle,POINT (-97.684124 30.36424),30.36424,-97.684124,10000 N Ih 35 Nb,ARCHIVED,05/05/2024 04:20:15 AM +0000,AUSTIN PD           
9521E2BCC9C0DE945CCF68B52345097002B66BA5_1649989332,2022-04-15 02:22:12+00:00,Traffic Hazard,POINT (-97.755004 30.336341),30.336341,-97.755004,3050-3224 Northland Dr,ARCHIVED,04/15/2022 03:35:03 AM +0000,
4AB46ED419587791DCEF1A1E2391AD6C371A26B9_1688648425,2023-07-06 13:00:25+00:00,Stalled Vehicle,POINT (-97.773423 30.441368),30.441368,-97.773423,Hunters Chase Dr / Pond Springs Rd,ARCHIVED,07/06/2023 02:15:02 PM +0000,
84EAA7689F5C9BFACC13087E690A44360D129C74_1514645074000,2017-12-30 14:44:00+00:00,Traffic Hazard,POINT (-97.732256 30.271854),30.271854,-97.732256,1200 N Ih 35 Nb,ARCHIVED,12/30/2017 03:10:00 PM +0000,
474AA38A091D3D883DF86C596AAB764EE61D5EB3_1648302486,2022-03-26 13:48:06+00:00,Traffic Hazard,POINT (-97.690152 30.274023),30.274023,-97.690152,4000 Ledesma Rd,ARCHIVED,03/26/2022 02:10:02 PM +0000,
88308D640F3031B16B0E9C4663716C0CB7169E50_1508779043000,2017-10-23 17:17:00+00:00,Crash Urgent,POINT (-97.770436 30.293237),30.293237,-97.770436,Exposition Blvd & Cherry Ln,ARCHIVED,05/18/2018 01:00:00 AM +0000,
ED44F03C79AE6FC90AD415E4F1DE7E5308DB9FBD_1576114417,2019-12-12 01:33:37+00:00,TRFC HAZD/ DEBRIS,POINT (-97.769055 30.1529),30.1529,-97.769055,E Slaughter Ln & Orchard Ridge,ARCHIVED,12/12/2019 01:55:03 AM +0000,
0735EC301B2987DAAD452D62C34B0884DE674E46_1741990908,2025-03-14 22:21:48+00:00,Traffic Hazard,POINT (-97.671076 30.205693),30.205693,-97.671076,3325 Presidential Blvd,ARCHIVED,03/14/2025 10:45:18 PM +0000,AUSTIN PD           
D5E149181C03FC851F62B65085DB4ACC8FA25674_1744801508,2025-04-16 11:05:08+00:00,COLLISION,POINT (-97.555886 30.348941),30.348941,-97.555886,11230-11428 E US 290 HWY WB,ARCHIVED,04/16/2025 11:30:15 AM +0000,TRAVIS COUNTY SHERIF
A1EB7CE1B3132D269F15ACD9C978C481C9389506_1603672205,2020-10-26 00:30:05+00:00,Crash Urgent,POINT (-97.704531 30.332954),30.332954,-97.704531,E St Johns Ave & N Ih 35 Svrd Sb,ARCHIVED,10/26/2020 12:40:03 AM +0000,
A3625F643C5DFB9C0CEE12E29C57FE264FBD4FEF_1511977848000,2017-11-29 17:50:00+00:00,Traffic Hazard,POINT (-97.843854 30.393537),30.393537,-97.843854,10600-10619 Fm 2222 Rd,ARCHIVED,11/29/2017 07:25:00 PM +0000,
DF8DF54B701DD50F5DA8FE5C2A2596EFE84A7B05_1716929381,2024-05-28 20:49:41+00:00,COLLISN/ LVNG SCN,POINT (-97.832147 30.445483),30.445483,-97.832147,10616-10911 N FM 620 RD,ARCHIVED,05/28/2024 09:20:17 PM +0000,TRAVIS COUNTY SHERIF
28D45187F026D4FCF15333C3928B58087FA27B5B_1668792125,2022-11-18 17:22:05+00:00,Traffic Hazard,POINT (-97.752769 30.288534),30.288534,-97.752769,W 24th St & N Lamar Blvd,ARCHIVED,11/18/2022 05:50:03 PM +0000,
FFEEAE89101150B85AC054F8625E928F11D2FBB0_1731829897,2024-11-17 07:51:37+00:00,Crash Urgent,POINT (-97.702875 30.228669),30.228669,-97.702875,6118 FAIRWAY ST,ARCHIVED,11/17/2024 08:05:23 AM +0000,AUSTIN PD           
1111F431B07C69ECFB4466EF65391C4BDB995848_1645571396,2022-02-22 23:09:56+00:00,COLLISION,POINT (-97.62748 30.232507),30.232507,-97.62748,Tesla Rd & S Fm 973 Rd,ARCHIVED,02/22/2022 11:25:03 PM +0000,
49AE64F7FD1D3F88BBA01CFDF9CFBF9A68886037_1611187447,2021-01-21 00:04:07+00:00,Traffic Hazard,POINT (-97.658729 30.377284),30.377284,-97.658729,E Braker Ln & Dessau Rd,ARCHIVED,01/21/2021 12:45:03 AM +0000,
A0C3CD9E41D288D91A6651CFC2B768DF5E86B175_1511353777000,2017-11-22 12:29:00+00:00,Traffic Hazard,POINT (-97.700105 30.432111),30.432111,-97.700105,12800-12845 N Mopac Expy Nb,ARCHIVED,11/22/2017 01:30:00 PM +0000,
4AEBA05C6C58D16F480A1930AC39E5B8311DE0E5_1547367282,2019-01-13 08:14:42+00:00,VEHICLE FIRE,POINT (-97.977373 30.432775),30.432775,-97.977373,Lohmans Ford Rd & Shoreline Ranch Dr,ARCHIVED,01/13/2019 08:20:04 AM +0000,
DF8D8FCE31B05F9F7DA30CCD948575D6BAD9C0AB_1747864217,2025-05-21 21:50:17+00:00,COLLISION,POINT (-97.960461 30.312777),30.312777,-97.960461,13924-13988 Bee Cave Pkwy,ARCHIVED,05/21/2025 10:00:36 PM +0000,TRAVIS COUNTY SHERIF
AB251AE0B39AAF57C86CB80A86A3A313492CB46A_1728919894,2024-10-14 15:31:34+00:00,COLLISION,POINT (-97.573343 30.345858),30.345858,-97.573343,10258-10324 E Us 290 Hwy Wb,ARCHIVED,10/14/2024 04:00:23 PM +0000,TRAVIS COUNTY SHERIF
9B42C60DFB2B5A8E1C588B0EC793752AA4F299F3_1716853290,2024-05-27 23:41:30+00:00,Traffic Hazard,POINT (-97.715493 30.266358),30.266358,-97.715493,2501 E 11th St,ARCHIVED,05/28/2024 01:00:22 AM +0000,AUSTIN PD           
5BB246A3223A89C7FB9B2EED9A2EBDA82141406D_1675707775,2023-02-06 18:22:55+00:00,Traffic Hazard,POINT (-97.681332 30.36947),30.36947,-97.681332,10448-10580 N Ih 35 Svrd Sb,ARCHIVED,02/06/2023 06:35:02 PM +0000,
A4A9258269029F3E083C5992498F66E8DF216B50_1523040761000,2018-04-06 18:52:00+00:00,Crash Urgent,POINT (-97.696787 30.345001),30.345001,-97.696787,8210 N Ih 35 Svrd Sb,,04/06/2018 06:55:00 PM +0000,
5410535EBA45BDD70048C12AE294F3CAEDDBE6CA_1701300685,2023-11-29 23:31:25+00:00,Traffic Hazard,POINT (-97.736988 30.280358),30.280358,-97.736988,100-121 E Martin Luther King Jr Blvd,ARCHIVED,11/30/2023 12:00:10 AM +0000,
9BDA887D240782244C93A03F3CF7F2727C71DAF5_1641075792,2022-01-01 22:23:12+00:00,Crash Urgent,POINT (-97.767899 30.189208),30.189208,-97.767899,E William Cannon Dr & Bluff Springs Rd,ARCHIVED,01/02/2022 12:25:03 AM +0000,
9CB40392AAFD5B7A843D961C3628711D85FF5953_1639085464,2021-12-09 21:31:04+00:00,Traffic Hazard,POINT (-97.737136 30.257283),30.257283,-97.737136,800-815 Holly St,ARCHIVED,12/09/2021 10:15:03 PM +0000,
21FF0C98F5FD5754371C16C4CC6AC33571E2735C_1680314922,2023-04-01 02:08:42+00:00,Crash Urgent,POINT (-97.767325 30.249144),30.249144,-97.767325,S Lamar Blvd & W Mary St,ARCHIVED,04/01/2023 04:00:02 AM +0000,
F7BD9AC6946900FC1D9EF166B78449710E65900C_1639999676,2021-12-20 11:27:56+00:00,Crash Service,POINT (-97.657392 30.387826),30.387826,-97.657392,12205 Shropshire Blvd,ARCHIVED,12/20/2021 01:55:03 PM +0000,
9D4EBBA60FD8D43C36E800C3239CECBE9A06419F_1570812434,2019-10-11 16:47:14+00:00,Crash Urgent,POINT (-97.736734 30.241357),30.241357,-97.736734,1600 S Ih 35 Sb,ARCHIVED,10/11/2019 09:45:04 PM +0000,
8815061C1A6C63398B9A2DFB1F44AAE89DD59BFD_1540963279,2018-10-31 05:21:19+00:00,COLLISION WITH INJURY,POINT (-97.73191 30.152235),30.152235,-97.73191,Mc Kinney Falls Pkwy & Thaxton Rd,ARCHIVED,10/31/2018 05:55:03 AM +0000,
D2B77EBA190F0947FEC6F4EA390E31488AE19D61_1530399265,2018-06-30 22:54:25+00:00,COLLISION,POINT (-97.666814 30.456001),30.456001,-97.666814,1900-1919 Grand Avenue Pkwy,ARCHIVED,06/30/2018 11:55:02 PM +0000,
0F62194B4983B35CC0B79AEEC39842880A9AC20A_1516535916000,2018-01-21 11:58:00+00:00,Crash Urgent,POINT (-97.75117 30.365767),30.365767,-97.75117,Forest Mesa Dr & Spicewood Springs Rd Eb,ARCHIVED,01/21/2018 07:25:00 PM +0000,
90F919999619A047D963085525BDA5642495FBCD_1745724087,2025-04-27 03:21:27+00:00,Traffic Hazard,POINT (-97.733882 30.275406),30.275406,-97.733882,1500 Red River St,ARCHIVED,04/27/2025 03:30:15 AM +0000,AUSTIN PD           
8438CF44407BA4A7DA125113618754B60222B550_1536067176,2018-09-04 13:19:36+00:00,Traffic Hazard,POINT (-97.734316 30.390585),30.390585,-97.734316,10100 N Mopac Expy Sb,ARCHIVED,09/04/2018 01:44:02 PM +0000,
4A1432C03DFFE532268819E1F8AB3083818ACE50_1590404211,2020-05-25 10:56:51+00:00,Traffic Hazard,POINT (-97.688869 30.257497),30.257497,-97.688869,5500 Bolm Rd,ARCHIVED,05/25/2020 11:55:03 AM +0000,
6218F62A61B714312749174DAEACD7BA347271F0_1706821523,2024-02-01 21:05:23+00:00,Crash Service,POINT (-97.803164 30.371369),30.371369,-97.803164,7200-7305 Fm 2222 Rd,ARCHIVED,02/01/2024 10:15:13 PM +0000,AUSTIN PD           
76649921C3D3910320E24E39569D4F3776760A55_1518612804000,2018-02-14 12:53:00+00:00,Crash Service,POINT (-97.724842 30.400134),30.400134,-97.724842,3200-3225 Esperanza Xing,ARCHIVED,02/14/2018 07:50:00 PM +0000,
F506761568D2F26EC5E68443A6AAAE857F8311A6_1561848093,2019-06-29 22:41:33+00:00,Crash Urgent,POINT (-97.719289 30.2949),30.2949,-97.719289,3807 N Ih 35 Svrd Nb,ARCHIVED,06/30/2019 12:05:04 AM +0000,
112B7848FC02DAFC29E7553C50061468A534AC98_1575321613,2019-12-02 21:20:13+00:00,TRFC HAZD/ DEBRIS,POINT (-97.767285 30.152424),30.152424,-97.767285,BLUFF SPRINGS RD & E SLAUGHTER LN,ARCHIVED,12/02/2019 09:30:05 PM +0000,
1C602EBC50CDB2284E1383EE41EDCFE2344B11B5_1676160183,2023-02-12 00:03:03+00:00,Crash Urgent,POINT (-97.653464 30.375672),30.375672,-97.653464,11513 Timber Heights Dr,ARCHIVED,02/12/2023 02:05:03 AM +0000,
73CA0CCD6FF3D0CA58884DEAAAD9E042EC048A8F_1555256165,2019-04-14 15:36:05+00:00,Traffic Hazard,POINT (-97.819152 30.233306),30.233306,-97.819152,4966-4970 W US 290 HWY WB,ARCHIVED,04/14/2019 03:55:03 PM +0000,
AC711C0E8B83BE520E19D176CE432689B1E309DA_1544211183,2018-12-07 19:33:03+00:00,Crash Service,POINT (-97.628504 30.299271),30.299271,-97.628504,8102 Valleyfield Dr,ARCHIVED,12/08/2018 12:10:02 AM +0000,
28242F1D302696F577218BB85FBAAFECA44761A7_1548608046,2019-01-27 16:54:06+00:00,COLLISION,POINT (-97.678367 30.427611),30.427611,-97.678367,1700-Blk W HOWARD LN,ARCHIVED,01/27/2019 05:15:03 PM +0000,
D34531F611D60FFDC05468DF2EE6050B2F736741_1687105187,2023-06-18 16:19:47+00:00,Traffic Hazard,POINT (-97.756666 30.265723),30.265723,-97.756666,100-132 S Lamar Blvd,ARCHIVED,06/18/2023 05:20:04 PM +0000,
9638A01A04D42299718C6309475126CF6E62A459_1553192765,2019-03-21 18:26:05+00:00,Crash Service,POINT (-97.684862 30.366767),30.366767,-97.684862,10200 Brownie Dr,ARCHIVED,03/22/2019 12:00:07 AM +0000,
5EA0DF5C7A2580D149B68754A35EAB0C0DD18CC3_1707223905,2024-02-06 12:51:45+00:00,COLLISION,POINT (-97.489845 30.356833),30.356833,-97.489845,13500-BLK OLD KIMBRO RD,ARCHIVED,02/06/2024 01:40:14 PM +0000,TRAVIS COUNTY SHERIF
AC711C0E8B83BE520E19D176CE432689B1E309DA_1592773653,2020-06-21 21:07:33+00:00,Crash Urgent,POINT (-97.717441 30.362148),30.362148,-97.717441,8600 Research Blvd Svrd Sb,ARCHIVED,06/21/2020 11:00:04 PM +0000,
6A62415B43A0268F38F117F076DCE135705D7895_1579818743,2020-01-23 22:32:23+00:00,Traffic Hazard,POINT (-97.747065 30.222984),30.222984,-97.747065,S Ih 35 Svrd Nb & Woodward St,ARCHIVED,01/23/2020 10:40:05 PM +0000,
1F07B56088AEBAD4D7D3F3FA1860D789193298BB_1696537101,2023-10-05 20:18:21+00:00,TRFC HAZD/ DEBRIS,POINT (-98.044584 30.342331),30.342331,-98.044584,19309-19613 W SH 71,ARCHIVED,10/05/2023 08:30:15 PM +0000,
94C7E8B8DA75D775E4619F76CAE2085343847843_1554379387,2019-04-04 12:03:07+00:00,TRFC HAZD/ DEBRIS,POINT (-97.582999 30.247454),30.247454,-97.582999,DELTA POST DR & FM 969 RD,ARCHIVED,04/04/2019 12:25:04 PM +0000,
7EF9F14B2A0065D1F278DDDEAAC25164AAF069D2_1552069178,2019-03-08 18:19:38+00:00,Crash Urgent,POINT (-97.712041 30.252742),30.252742,-97.712041,2817 E Cesar Chavez St,ARCHIVED,03/08/2019 07:55:03 PM +0000,
0C4E6389BA7066F691E6C5AAA754C167FBB870F8_1547214063,2019-01-11 13:41:03+00:00,Crash Urgent,POINT (-97.695351 30.408301),30.408301,-97.695351,1900 Cedar Bend Dr,ARCHIVED,01/11/2019 05:05:03 PM +0000,
541F30554E2CAA245DBE67FC4A03CB8C01A23C1A_1508876677000,2017-10-24 20:24:00+00:00,Crash Urgent,POINT (-97.695888 30.415821),30.415821,-97.695888,W Parmer Ln & Lamplight Village Ave,ARCHIVED,05/18/2018 01:00:00 AM +0000,
BA2E8AA59E4161EE5807078F7226C405FDE751A6_1714448815,2024-04-30 03:46:55+00:00,Crash Urgent,POINT (-97.724935 30.234636),30.234636,-97.724935,2435 E Riverside Dr,ARCHIVED,04/30/2024 06:15:13 AM +0000,AUSTIN PD           
27A70C09F307E0CD49C1B4E1ACEAC388C874E017_1734634518,2024-12-19 18:55:18+00:00,Traffic Hazard,POINT (-97.763318 30.273707),30.273707,-97.763318,W 5th St / West Lynn St,ARCHIVED,12/19/2024 07:25:16 PM +0000,AUSTIN PD           
1354B7DE40249985FFD774D71871AA0B3990F265,2017-09-28 07:34:00+00:00,Traffic Hazard,POINT (-97.8683127 30.2076149),30.2076149,-97.8683127,5515 Davis Ln,ARCHIVED,05/18/2018 01:00:00 AM +0000,
39736DCBAFB7FA0A7BA7EFD0167B660291181970_1700243787,2023-11-17 17:56:27+00:00,TRFC HAZD/ DEBRIS,POINT (-97.692798 30.164132),30.164132,-97.692798,S US 183 HWY NB / FM 812 RD,ARCHIVED,11/17/2023 06:15:08 PM +0000,
